mpn,manufacturer,"product name","product  description ",price,stock,"stock description","product url","image url",category,"shipping rate"
LNZ17406D,L'anza,"L'ANZA Healing Volume Zero Weight Gel 200 ml","1. PRODUCT INFO :L'ANZA Healing Volume Zero Weight Gel is a weightless styling formula that delivers strong control to support styles and add body/volume.2. FOR WHOM / USE :Delivers strong control to support styles & build body3. FOR WHAT / BENEFITS :● Weightless styling formula adds fullness and texture● Delivers strong control to support styles ● Builds body and fullness ● Adds shine ● Provides thermal protection from heat styling ● Medium hold: 6 of 10 ● Formulated without sulfates, gluten, sodium chloride or parabens4. ABOUT THE COLLECTION :Many volumizing products raise the hair cuticle to create body, while drying-outhair at the same time. How do you provide nutrients and build volume at the same time? With Healing Volume! L’ANZA Healing Volume formulas build incredible body and thickness into each hair stand, dramatically increasing hair’s fullness and diameter. Each formulation delivers abundant support and volume to fine and thin hair while improving health and shine.","21.28 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-volume-zero-weight-gel-200-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/7/17406d_1_1000x1000.jpg,"Hair Styling",LNZ17406D
LNZ17610CN,L'anza,"L'ANZA Healing Volume Final Effects 350 ml","1. PRODUCT INFO :L'ANZA Healing Volume Final Effects is a volume-building hair spray that provides a strong, resilient hold while adding thickness to fine, limp hair.2. FOR WHOM / USE :Volume-building hair spray that provides a strong, resilient hold3. FOR WHAT / BENEFITS :● Thickens and bodifies for bold looks ● Delivers long-lasting style support ● Provides thermal protection for heat styling ● Hold: 9 of 10 ● Formulated without sulfates, gluten, sodium chloride or parabens4. ABOUT THE COLLECTION :Many volumizing products raise the hair cuticle to create body, while drying-outhair at the same time. How do you provide nutrients and build volume at the same time? With Healing Volume! L’ANZA Healing Volume formulas build incredible body and thickness into each hair stand, dramatically increasing hair’s fullness and diameter. Each formulation delivers abundant support and volume to fine and thin hair while improving health and shine.","22.60 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-volume-final-effects-350-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/7/17610cn_1_1000x1000.jpg,"Hair Styling",LNZ17610CN
LNZ17710D,L'anza,"L'ANZA Healing Volume Thickening Shampoo 300 ml","1. PRODUCT INFO :L'ANZA Healing Volume Thickening Shampoo removes excess oil and debris to deliver body and fullness to fine, thin hair. 2. FOR WHOM / USE :Daily weight-free formula provides noticeable volume and fullness while adding shine3. FOR WHAT / BENEFITS :● Removes excess oil and debris that weighs down hair ● Delivers body and fullness to fine, thin hair ● Provides gentle cleansing without leaving hair rough or dry ● Rich, abundant lather ● For best results, follow with L'ANZA Healing Volume Thickening Conditioner ● Formulated without sulfates, gluten, sodium chloride or parabens4. ABOUT THE COLLECTION :Many volumizing products raise the hair cuticle to create body, while drying-outhair at the same time. How do you provide nutrients and build volume at the same time? With Healing Volume! L’ANZA Healing Volume formulas build incredible body and thickness into each hair stand, dramatically increasing hair’s fullness and diameter. Each formulation delivers abundant support and volume to fine and thin hair while improving health and shine.","27.32 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-volume-thickening-shampoo-300-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/7/17710d_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ17710D
LNZ17733A,L'anza,"L'ANZA Healing Volume Thickening Shampoo 1 Liter","1. PRODUCT INFO :L'ANZA Healing Volume Thickening Shampoo removes excess oil and debris to deliver body and fullness to fine, thin hair. 2. FOR WHOM / USE :Daily weight-free formula provides noticeable volume and fullness while adding shine3. FOR WHAT / BENEFITS :● Removes excess oil and debris that weighs down hair ● Delivers body and fullness to fine, thin hair ● Provides gentle cleansing without leaving hair rough or dry ● Rich, abundant lather ● For best results, follow with L'ANZA Healing Volume Thickening Conditioner ● Formulated without sulfates, gluten, sodium chloride or parabens4. ABOUT THE COLLECTION :Many volumizing products raise the hair cuticle to create body, while drying-outhair at the same time. How do you provide nutrients and build volume at the same time? With Healing Volume! L’ANZA Healing Volume formulas build incredible body and thickness into each hair stand, dramatically increasing hair’s fullness and diameter. Each formulation delivers abundant support and volume to fine and thin hair while improving health and shine.","54.00 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-volume-thickening-shampoo-1-liter,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/7/17733a_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ17733A
LNZ17809C,L'anza,"L'ANZA Healing Volume Thickening Conditioner 250 ml","1. PRODUCT INFO :L'ANZA Healing Volume Thickening Conditioner's daily weight-free formula provides noticeable volume and bounce to fine, thin hair.2. FOR WHOM / USE :Adds body and bounce to fine, thin hair3. FOR WHAT / BENEFITS :● Daily weight-free formula provides noticeable volume● Adds body and bounce to fine, thin hair ● Delivers volumizing ingredients to boost fullness ● Renews hair with noticeable health & shine ● For best results, use after L'ANZA Healing Volume Thickening Shampoo ● Formulated without sulfates, gluten, sodium chloride or parabens4. ABOUT THE COLLECTION :Many volumizing products raise the hair cuticle to create body, while drying-outhair at the same time. How do you provide nutrients and build volume at the same time? With Healing Volume! L’ANZA Healing Volume formulas build incredible body and thickness into each hair stand, dramatically increasing hair’s fullness and diameter. Each formulation delivers abundant support and volume to fine and thin hair while improving health and shine.","27.32 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-volume-thickening-conditioner-250-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/7/17809c_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ17809C
LNZ17833A,L'anza,"L'ANZA Healing Volume Thickening Conditioner 1 Liter","1. PRODUCT INFO :L'ANZA Healing Volume Thickening Conditioner's daily weight-free formula provides noticeable volume and bounce to fine, thin hair.2. FOR WHOM / USE :Adds body and bounce to fine, thin hair3. FOR WHAT / BENEFITS :● Daily weight-free formula provides noticeable volume● Adds body and bounce to fine, thin hair ● Delivers volumizing ingredients to boost fullness ● Renews hair with noticeable health & shine ● For best results, use after L'ANZA Healing Volume Thickening Shampoo ● Formulated without sulfates, gluten, sodium chloride or parabens4. ABOUT THE COLLECTION :Many volumizing products raise the hair cuticle to create body, while drying-outhair at the same time. How do you provide nutrients and build volume at the same time? With Healing Volume! L’ANZA Healing Volume formulas build incredible body and thickness into each hair stand, dramatically increasing hair’s fullness and diameter. Each formulation delivers abundant support and volume to fine and thin hair while improving health and shine.","54.00 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-volume-thickening-conditioner-1-liter,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/7/17833a_1_1000x1000.jpg,"Shampoo & Conditioner",LNZ17833A
LNZ17906D,L'anza,"L'ANZA Healing Volume Thickening Treatment Spray 100 ml","1. PRODUCT INFO :Diameter-boosting formula plumps each hair strand2. FOR WHOM / USE :Bamboo Bodifying Complex and Keratin Healing System dramatically boost volume and thickness to fine, thin, flat hair.3. FOR WHAT / BENEFITS : ● Delivers microscopic bodifiers deep into the cortex to provide added lift. ● Creates support for voluminous hair styles ● Delivers healthy body & thickness● Protects hair from heat & UV rays ● Formulated without sulfates, gluten, sodium chloride or parabens4. ABOUT THE COLLECTION :Many volumizing products raise the hair cuticle to create body, while drying-outhair at the same time. How do you provide nutrients and build volume at the same time? With Healing Volume! L’ANZA Healing Volume formulas build incredible body and thickness into each hair stand, dramatically increasing hair’s fullness and diameter. Each formulation delivers abundant support and volume to fine and thin hair while improving health and shine.","29.28 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-healing-volume-thickening-treatment-spray-100-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/1/7/17906d_1_1000x1000.jpg,,LNZ17906D
LNZ22001A,L'anza,"L'ANZA Keratin Healing Oil Hair Treatment 10 ml","1. PRODUCT INFO :L'ANZA Keratin Healing Oil Hair Treatment is a volumizing oil that adds brilliant lightweight shine while leaving hair stronger and healthier.2. FOR WHOM / USE :Rehydrates hair so that it's soft and silky smooth.3. FOR WHAT / BENEFITS :● Provides flexible body and bounce● Rehydrates hair so that it's soft and silky smooth● Shortens drying time● Provides high-temperature thermal and UV protection● Adds a brilliant shine without weight● Strengthens● Volumizes and thickens hair● Intensely moisturizes hair4. ABOUT THE COLLECTION :Keratin Healing Oil contains an exceptional fusion of Next Generation Keratin Protein and the Phyto IV Complex to effectively heal all types of damaged hair. These luxurious formulas transform hair into utmost beauty while delivering optimal strength and shine. The result is the healthiest hair possible, unmatched by any other luxury haircare collection","7.92 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-keratin-healing-oil-hair-treatment-10-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/2/2/22001a_1_1000x1000.jpg,,LNZ22001A
LNZ22004B,L'anza,"L'ANZA Keratin Healing Oil Hair Treatment 100 ml","1. PRODUCT INFO :L'ANZA Keratin Healing Oil Hair Treatment is a volumizing oil that adds brilliant lightweight shine while leaving hair stronger and healthier.2. FOR WHOM / USE :Rehydrates hair so that it's soft and silky smooth.3. FOR WHAT / BENEFITS :● Provides flexible body and bounce● Rehydrates hair so that it's soft and silky smooth● Shortens drying time● Provides high-temperature thermal and UV protection● Adds a brilliant shine without weight● Strengthens● Volumizes and thickens hair● Intensely moisturizes hair4. ABOUT THE COLLECTION :Keratin Healing Oil contains an exceptional fusion of Next Generation Keratin Protein and the Phyto IV Complex to effectively heal all types of damaged hair. These luxurious formulas transform hair into utmost beauty while delivering optimal strength and shine. The result is the healthiest hair possible, unmatched by any other luxury haircare collection","39.92 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-keratin-healing-oil-hair-treatment-100-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/2/2/22004b_1_1000x1000.jpg,,LNZ22004B
LNZ22006,L'anza,"L'ANZA Keratin Healing Oil Hair Treatment 185 ml","1. PRODUCT INFO :L'ANZA Keratin Healing Oil Hair Treatment is a volumizing oil that adds brilliant lightweight shine while leaving hair stronger and healthier.2. FOR WHOM / USE :Rehydrates hair so that it's soft and silky smooth.3. FOR WHAT / BENEFITS :● Provides flexible body and bounce● Rehydrates hair so that it's soft and silky smooth● Shortens drying time● Provides high-temperature thermal and UV protection● Adds a brilliant shine without weight● Strengthens● Volumizes and thickens hair● Intensely moisturizes hair4. ABOUT THE COLLECTION :Keratin Healing Oil contains an exceptional fusion of Next Generation Keratin Protein and the Phyto IV Complex to effectively heal all types of damaged hair. These luxurious formulas transform hair into utmost beauty while delivering optimal strength and shine. The result is the healthiest hair possible, unmatched by any other luxury haircare collection","65.28 USD",Yes,New,https://magento-551129-2806123.cloudwaysapps.com/en/lanza-keratin-healing-oil-hair-treatment-185-ml,https://magento-551129-2806123.cloudwaysapps.com/media/catalog/product/2/2/22006_1_1000x1000.jpg,,LNZ22006
